id,sentiment
870431143107100672,0
870431144226897920,-1
870431144369561600,-1
870431146038902784,1
870431147393556480,0
870431152854544384,-1
870431152837939204,0
870431155748786177,-1
870431156310757376,0
870431157715906560,0
870431158856818688,0
870431163105419264,0
870431170449649666,0
870431172039516161,0
870431180222496768,0
870431202469179392,1
870431203857485826,0
870431207737090048,-1
870431208404070400,-1
870431210920583169,-1
870431210421407744,-1
870431219149942784,0
870431224917090304,0
870431233200795649,0
870431234697998336,0
870431238435241984,0
870431247012700160,0
870431253039919104,0
870431256797958147,0
870431259297587200,0
870431260413276160,-1
870431260908240896,1
870431262955253760,-1
870431265790599168,-1
870431270429487108,-1
870431272128045057,-1
870431271503241216,-1
870431274099519493,1
870431277811458048,1
870431281145929728,-1
870431286099271680,0
870431283578634241,0
870431285944229892,0
870431288372723712,0
870431288595017729,1
870431290255970305,-1
870431292269228032,0
870431293443641344,-1
870431302666911749,-1
870431309654634496,-1
870431312607399937,0
870431324225421312,-1
870431325865607169,0
870431332735754240,0
870431333092294656,1
870431333431918592,-1
870431336888184834,0
870431338456895489,0
870431341602582528,0
870431346921017345,-1
870431347545784320,-1
870431348141342720,0
870431352344236033,1
870431355838099456,-1
870431355368353792,-1
870431356848832512,0
870431357800927232,0
870431357675163648,0
870431361798111233,0
870431366474858496,1
870431368655896576,0
870431375664439297,0
870431376721530880,0
870431379204575234,0
870431380240568321,0
870431386536222720,0
870431389019197440,0
870431396799676417,1
870431406756855808,1
870431407234883584,-1
870431407583019008,-1
870431411597082629,-1
870431413702729728,1
870431414986133505,-1
870431414604488704,1
870431418953977857,0
870431424347725825,-1
870431427745255425,-1
870431428366016513,-1
870431430983208960,1
870431431163498498,1
870431441984921600,0
870431444249698304,-1
870431449144360960,-1
870431456224587776,-1
870431458518761472,-1
870431461769347073,-1
870431463958867968,0
870431466760445953,0
870431471219113984,0
870431472838168576,1
870431480140488704,0
870431482707189760,0
870431497680900096,0
870431505943810048,0
870431508913430528,-1
870431512721620992,0
870431512239460352,0
870431515909513216,-1
870431517788516352,-1
870431521957711872,0
870431530711121920,-1
870431534750289921,-1
870431540123140096,0
870431540676841472,-1
870431553440157697,-1
870431555440726016,-1
870431563174903808,-1
870431568338329600,-1
870431571647406080,0
870431579679666177,0
870431581143351296,-1
870431581072175104,1
870431582389100544,0
870431582456356864,1
870431583609786369,-1
870431583291023362,-1
870431584020815874,0
870431586025648130,0
870431587288141825,-1
870431590953963522,1
870431592543645696,1
870431597153189895,1
870431598147244032,0
870431600777015297,-1
870431602148429824,0
870431604950290432,-1
870431607642914817,-1
870431611229093888,-1
870431615742300160,1
870431616253820932,-1
870431619101884416,-1
870431620574179332,-1
870431622465826818,-1
870431625359785984,-1
870431635392614400,0
870431635300380672,-1
870431638450319360,-1
870431639620530176,1
870431640056721412,-1
870431642321473536,-1
870431644276097025,1
870431645379284994,-1
870431649267429376,-1
870431651427385346,-1
870431655793741824,1
870431656284487681,-1
870431657236377600,1
870431657987387392,-1
870431658608078849,-1
870431660805959680,-1
870431668506681344,0
870431672457719808,0
870431674374410244,0
870431682016432128,1
870431685627834368,-1
870431692443406336,-1
870431693458427904,-1
870431697451585537,0
870431699225776128,1
870431702446776321,-1
870431705621987328,-1
870431714534768641,-1
870431714916659200,0
870431720725729280,0
870431723833745409,-1
870431729076633600,0
870431729751904256,-1
870431732331298817,-1
870431734629838848,-1
870431742309441538,-1
870431743047815170,0
870431744549421056,-1
870431747397349376,0
870431749716791296,0
870431759988654080,0
870431763100823557,0
870431766703689734,0
870431771309092864,-1
870431774916173825,0
870431776103174145,0
870431776316899328,0
870431776153497600,1
870431777256505344,-1
870431779601104896,0
870431781077393408,-1
870431781673193476,-1
870431783812304898,-1
870431787016536069,0
870431789180964864,1
870431789751439361,-1
870431793333383169,0
870431795988135936,0
870431804091756546,1
870431804674555904,0
870431807065526272,0
870431808546013189,0
870431810169294848,1
870431810538291202,0
870431811708571648,0
870431812165791744,0
870431816997580802,0
870431817005924352,1
870431825088323584,-1
870431835666436100,-1
870431837121904640,1
870431837587357696,0
870431840355717120,-1
870431852200415232,-1
870431857007087617,-1
870431857346793473,-1
870431859502530560,-1
870431863990628352,1
870431869288026113,-1
870431871984783361,-1
870431875927560194,-1
870431876070199296,1
870431884156829696,1
870431886098804738,0
870431889441472512,0
870431892151062528,-1
870431893048655872,0
870431896509059072,1
870431896815247361,-1
870431896957792256,0
870431903555387392,0
870431904247500800,0
870431904495009792,1
870431906315227136,-1
870431911583207424,0
870431911881179136,0
870431912447397888,0
870431925529346049,1
870431927798562816,1
870431929757306880,1
870431932395528194,0
870431936409292801,0
870431936141045761,0
870431938212798465,0
870431938213019648,0
870431944953278466,-1
870431946853163008,0
870431949298556928,-1
870431949445312512,-1
870431952112930817,0
870431953492873219,0
870431957154504704,0
870431958400196610,0
870431959121408000,-1
870431960149176320,-1
870431960786624518,-1
870431964326768640,-1
870431966256136193,1
870431967095005184,1
870431969938518016,1
870431972069326849,0
870431977689686016,-1
870431981804199936,0
870431982068539392,1
870431982043275267,1
870431981712150528,1
870431988037046273,0
870431990436298752,0
870431990134312964,0
870431992751558658,-1
870431995633053696,0
870431997067317248,1
870431997910327296,0
870432000334843904,-1
870432000854736896,-1
870432001890820096,-1
870432003266686976,-1
870432005334470660,0
870432004776620033,-1
870432006559203328,-1
870432011025924096,-1
870432011520888833,1
870432013420986370,-1
870432012875833344,0
870432014121353216,0
870432017489506304,-1
870432019083407361,0
870432026930884608,0
870432028516397056,0
870432031766794240,1
870432030651240449,0
870432032760799232,-1
870432034547802112,0
870432037043351553,1
870432037248913408,0
870432037769011200,-1
870432038209208320,0
870432038729506817,-1
870432041355145216,-1
870432041887604736,-1
870432041757749248,-1
870432043028680705,0
870432044999770113,0
870432045612154880,0
870432045968666624,0
870432046169989121,0
870432046169997312,0
870432046727823361,0
870432047323422720,0
870432047923216384,1
870432049768783872,-1
870432052255965184,-1
870432055514939392,-1
870432055733010432,-1
870432060200165380,-1
870432060686688256,0
870432063295557634,-1
870432064088289281,0
870432064138612736,0
870432071432323073,0
870432074498322432,0
870432076436127744,-1
870432075991666688,-1
870432076679462913,0
870432080060071936,0
870432080236343296,0
870432081771454465,-1
870432085311447040,-1
870432090243739652,-1
870432097952989185,-1
870432100486230017,-1
870432101232934912,-1
870432102499700737,-1
870432102554230784,0
870432104215130112,0
870432105196552192,-1
870432108841496578,0
870432115040583680,0
870432117502517249,1
870432118857453568,-1
870432130727280640,1
870432133730508801,0
870432135395586048,1
870432136368717825,0
870432151824728065,0
870432153883951104,0
870432154735398912,0
870432157331841025,1
870432159319834624,-1
870432170858303488,0
870432177607110660,-1
870432180559917056,1
870432182292041728,0
870432182371663872,0
870432182136950784,-1
870432186138275841,1
870432187224653824,1
870432187757342721,0
870432193683869697,0
870432197651681280,1
870432197961949184,-1
870432198859649025,-1
870432202789703684,1
870432206312919041,0
870432211354497024,0
870432215137525760,0
870432215099899905,-1
870432215536107520,-1
870432219818467328,1
870432222313984000,1
870432226168537088,1
870432228676739073,-1
870432230837026816,-1
870432236545335296,-1
870432238705319936,-1
870432249371439104,0
870432252563529728,0
870432257147895809,0
870432257655418884,1
870432264852824068,1
870432266052222976,1
870432270355644416,0
870432272771674116,-1
870432274143117312,-1
870432274914975744,-1
870432278828199936,0
870432282707980288,0
870432283177742336,-1
870432284972728320,0
870432292468142080,0
870432294170787841,0
870432298151235585,0
870432298138730496,0
870432302161170433,0
870432302601568258,1
870432303260086272,-1
870432304207974400,0
870432306066059264,0
870432306418339840,0
870432308100202500,1
870432315339558912,1
870432318086934528,1
870432318552510465,1
870432319303290880,0
870432320175648772,-1
870432320481886208,0
870432320922292224,-1
870432325057642496,-1
870432325355614208,-1
870432332972425216,-1
870432334235004929,0
870432335887384577,0
870432336638349312,-1
870432340685860865,-1
870432339263926276,-1
870432341872607232,-1
870432343223414784,-1
870432343449894914,-1
870432345828077569,0
870432346264268804,-1
870432349233840128,0
870432350617821184,0
870432356997492737,0
870432361812549635,-1
870432362613555200,-1
870432365004419078,-1
870432365725798401,-1
870432368812797953,0
870432371304046592,0
870432371023151104,-1
870432375729041408,-1
870432379063549952,0
870432381936705536,-1
870432385900228608,-1
870432387389378561,0
870432389109080064,0
870432390308438016,0
870432392917303296,1
870432393143791616,0
870432394670555136,0
870432399535910912,0
870432401566167043,-1
870432401889128449,-1
870432404812554240,1
870432412299280384,0
870432417416445952,0
870432418104258564,0
870432418729259009,0
870432425322655744,1
870432429835558912,-1
870432431714840581,0
870432432863846400,0
870432440405327872,1
870432440745152517,0
870432444121358336,0
870432443769245696,-1
870432449519652869,-1
870432449246842881,-1
870432450576605185,0
870432451935514624,-1
870432466737213440,-1
870432469270528000,0
870432469182545920,0
870432472302931968,1
870432474043740160,0
870432480356175872,1
870432483157975040,-1
870432484680495104,0
870432487079542784,0
870432489239494656,-1
870432493551329280,1
870432499171831814,-1
870432501910589440,0
870432501927481345,1
870432502107828224,0
870432507904368640,-1
870432508310994944,0
870432512836861957,-1
870432515151888385,-1
870432516624203777,0
870432518415282178,0
870432521649102848,0
870432524463472640,0
870432528926199808,1
870432528624226305,1
870432532705058817,0
870432531992072192,0
870432528724787200,0
870432534512926720,-1
870432539403366400,-1
870432539042828288,0
870432541261438976,-1
870432547133587456,0
870432550774120449,0
870432551176896513,1
870432559909482496,0
870432567085891584,1
870432570755993600,-1
870432571754262529,-1
870432567656370177,-1
870432578427170816,0
870432579861827585,0
870432582411988992,0
870432583879860224,-1
870432586081853443,0
870432591576485888,0
870432594302840832,1
870432594147643392,1
870432596962017280,0
870432597393854464,0
870432599889637376,0
870432599931531264,0
870432600963338240,1
870432603089907713,-1
870432603354132480,0
870432608802549760,1
870432609037279232,0
870432609188196352,0
870432611184803840,0
870432612627562496,0
870432614259216385,-1
870432616113217536,0
870432617954455553,0
870432619099414528,0
870432621444059136,1
870432629572726789,0
870432629576933376,0
870432630285770752,0
870432632739377153,1
870432633767034881,1
870432633918033920,1
870432641018888192,0
870432644583915522,0
870432647679311873,0
870432652431683588,-1
870432655912861696,-1
870432661009035264,-1
870432664834191360,-1
870432665408860160,-1
870432666729930752,1
870432669070311424,1
870432674355269632,1
870432675764461568,0
870432675521232896,1
870432688762531840,-1
870432691396767744,1
870432695817515011,1
870432695842635776,1
870432696660443136,0
870432699537920000,0
870432699009253377,0
870432703677640708,-1
870432704835321856,0
870432706252984321,0
870432708056547328,-1
870432710480678912,0
870432710107574272,0
870432712737378305,0
870432717938339840,-1
870432724267393024,-1
870432731502694400,-1
870432731645313024,-1
870432733016850436,-1
870432740855881728,-1
870432743792005120,-1
870432743930425345,0
870432746199318528,1
870432747344588805,0
870432749068238849,-1
870432749060075524,1
870432750154596352,-1
870432759382134785,0
870432760531263488,-1
870432759000342530,-1
870432761072373760,-1
870432762003673093,0
870432766319636485,0
870432766449643522,0
870432766428688384,0
870432772761976832,-1
870432774020358147,0
870432774641008640,0
870432777296072704,0
870432779565240320,-1
870432784011186176,-1
870432783432392705,1
870432791447703556,0
870432792110399488,0
870432794014498816,-1
870432796556369920,0
870432798812884992,1
870432800066985984,-1
870432802885570560,0
870432808753389568,0
870432809462247428,0
870432813836664832,-1
870432817276108800,0
870432817926287362,0
870432822736990208,0
870432823789973504,1
870432826679738368,-1
870432831620644864,0
870432834917462016,-1
870432835378794496,-1
870432839023476736,-1
870432839338250240,0
870432840344666112,-1
870432840160116737,-1
870432846636306432,0
870432847156457472,-1
870432856308318208,1
870432860427223041,1
870432861106585600,0
870432860985053188,-1
870432864718004224,0
870432868278968320,1
870432871588044800,1
870432876931809281,-1
870432880857632768,0
870432888004726784,0
870432888503713793,0
870432890101911552,0
870432897416577024,-1
870432898142281728,0
870432898201137152,0
870432903729213440,-1
870432906476482560,-1
870432906287697922,-1
870432906765901825,1
870432907269214208,0
870432908686884864,1
870432910553305088,-1
870432915393363968,-1
870432916593156096,1
870432916614111232,0
870432917175939073,-1
870432929821978624,1
870432933466836993,-1
870432934234337280,0
870432935211675648,0
870432937094852608,0
870432936956502016,0
870432941750583296,-1
870432944950624256,-1
870432945508667392,-1
870432948759044096,-1
870432957319835648,1
870432957697314816,1
870432958456397824,1
870432960826273796,1
870432962097041408,-1
870432962931679232,-1
870432968040484864,-1
870432968455708672,1
870432970414469121,-1
870432971928604672,0
870432977611653120,-1
870432981193719808,-1
870432981302861824,-1
870432985077698560,-1
870432988043071488,-1
870432989246836737,1
870432996637192193,0
870432998084288512,0
870432999044775937,0
870432999564865536,-1
870433002945380357,-1
870433002781802497,-1
870433004920778753,0
870433014681137152,1
870433015566094338,1
870433019416281088,-1
870433021412888578,1
870433023313006592,1
870433024973955072,0
870433031554834432,-1
870433035828707332,-1
870433035161829376,-1
870433039381405697,1
870433040081793024,1
870433041998635008,-1
870433043168800768,-1
870433045031116801,-1
870433045458726912,-1
870433047761518592,1
870433047593799680,0
870433049091203076,0
870433053159694340,0
870433054715777024,1
870433060059316224,0
870433060352802817,0
870433061351157760,0
870433062097518593,0
870433064823930880,0
870433071237083136,-1
870433072021458944,1
870433073330094081,0
870433080200372226,0
870433082259644416,-1
870433085309022208,1
870433085912793088,0
870433085896175616,-1
870433086307258368,0
870433094259683329,-1
870433095677353984,0
870433102216265728,0
870433106947452928,1
870433107987615745,1
870433109916827648,-1
870433113884708865,1
870433114883055617,1
870433120402628609,0
870433118896898049,0
870433121769893888,-1
870433121845596160,-1
870433122025951236,0
870433121967255552,-1
870433122743193600,0
870433123275874304,-1
870433125679206402,-1
870433132377497601,0
870433140547792896,0
870433142565330944,1
870433147053387776,0
870433151323062273,0
870433157539123200,-1
870433158440919041,0
870433159111987200,0
870433161422839808,0
870433167496359936,0
870433169723449345,0
870433171371835392,-1
870433172965781506,-1
870433175587086337,0
870433182352527360,0
870433182113382400,-1
870433189290024966,-1
870433197825425408,-1
870433199054352386,0
870433198827753472,0
870433201881325569,0
870433202309091328,-1
870433202497781762,-1
870433204045574147,0
870433205563920384,0
870433209028313088,1
870433212824244225,1
870433213474193412,0
870433220277436417,0
870433221527445504,-1
870433222865424384,-1
870433227101569025,0
870433227722432512,-1
870433230305902592,0
870433232218542080,1
870433231920930816,-1
870433232562638848,0
870433235280379908,1
870433242360324097,1
870433243690147841,0
870433248064700423,0
870433250057101316,1
870433253282516992,-1
870433257783013376,1
870433259817025536,-1
870433259750076416,-1
870433262782472192,0
870433265605386242,0
870433267153068033,0
870433272370569216,0
870433275449421825,-1
870433276518858752,0
870433276661563392,1
870433283666006016,1
870433287294124032,0
870433288967512064,-1
870433289173180416,-1
870433288862801920,-1
870433291266121730,-1
870433292637552640,1
870433296856907776,0
870433297440006144,0
870433298060894208,0
870433298425692160,-1
870433299658702848,0
870433305933381633,0
870433305837137921,0
870433308592791552,-1
870433319187558405,-1
870433318147424257,-1
870433320030670849,0
870433324824760320,0
870433325638463488,-1
870433327001608193,1
870433327714586625,-1
870433328335335424,0
870433329392340992,0
870433332705677312,1
870433334345605120,-1
870433338518978561,-1
870433339403939840,1
870433340125401092,1
870433345787666432,1
870433357678735361,-1
870433358710542336,-1
870433360824422401,-1
870433363319955456,1
870433364704075777,0
870433369208758272,0
870433370018373634,0
870433370978889729,0
870433376154640384,-1
870433376989315072,-1
870433378973224960,0
870433378130178049,0
870433381909245954,0
870433382496423937,0
870433385646370816,-1
870433397130248192,-1
870433396928991233,-1
870433399495950336,0
870433403178549248,-1
870433406789849092,1
870433409352577025,0
870433418642960385,-1
870433420022874115,1
870433419368509442,0
870433421197180928,-1
870433422543511552,-1
870433424116510720,1
870433425781661701,-1
870433428210044928,-1
870433432018579457,0
870433437013823488,0
870433438280499201,0
870433443016036353,-1
870433444873986048,-1
870433445788254208,-1
870433446870605825,1
870433448917319680,-1
870433450339295232,-1
870433459126231040,0
870433459680026624,-1
870433466025988096,0
870433469452517376,-1
870433469758791680,-1
870433474322345984,0
870433478470402049,0
870433484661178368,-1
870433485781176320,0
870433487081308164,0
870433490168291330,0
870433491883671552,0
870433492336652288,0
870433493569855488,-1
870433494790529024,0
870433495725637632,1
870433496182906880,0
870433505955676161,0
870433511228006401,1
870433514335895552,-1
870433519209730050,0
870433519587270656,-1
870433521633984512,-1
870433528277864448,0
870433529796206592,1
870433531796881409,0
870433531582980101,0
870433534158266369,0
870433536188219392,0
870433536649678848,0
870433537819897856,-1
870433540197933056,0
870433542861234176,0
870433543926812672,0
870433546929700864,-1
870433540873363456,-1
870433548012048389,-1
870433554420903937,-1
870433554945146880,-1
870433554844573696,-1
870433555855413249,-1
870433555951824896,-1
870433559735152641,-1
870433565724426241,-1
870433568253595648,0
870433569163931648,1
870433569948266496,-1
870433571059548160,-1
870433571864850432,-1
870433573072973824,-1
870433574952067073,1
870433578034880513,0
870433578387202048,-1
870433580593197056,-1
870433578039091200,-1
870433578861027328,1
870433581738237952,1
870433582711484416,-1
870433584942911488,0
870433585148289024,0
870433593549631489,-1
870433595952742400,0
870433595961352193,0
870433599430041600,0
870433604102500354,0
870433612553998336,0
870433617838723072,0
870433621416579072,0
870433621055877120,0
870433624096559104,0
870433624142880768,0
870433626307145728,0
870433626537820161,0
870433626416181249,-1
870433627330330624,-1
870433634079178753,0
870433635396194304,0
870433640324399104,0
870433647106469888,-1
870433650738724864,-1
870433651410030592,-1
870433662164127744,-1
870433665896939520,1
870433666220019712,0
870433671580352513,0
870433672964567040,0
870433673610371072,0
870433673304309764,-1
870433674659082240,1
870433676026408960,0
870433677611720704,0
870433679876792320,1
870433680581439490,1
870433679922933760,-1
870433682280128513,-1
870433682447904768,-1
870433683395805184,1
870433684217671681,-1
870433687212441600,-1
870433688546312192,0
870433691524243456,1
870433704426041344,0
870433714882232320,0
870433715331223552,1
870433715876495360,-1
870433716937478144,0
870433719307382784,-1
870433723694579712,0
870433727175852033,1
870433726139969536,-1
870433729457541120,0
870433731852369920,0
870433734050291712,0
870433736290074624,-1
870433738852663296,0
870433738362114050,1
870433739909640194,1
870433741969137664,-1
870433742430642180,0
870433749212811264,0
870433751679066112,0
870433758213791745,-1
870433762076708865,-1
870433771086114816,0
870433772709310465,0
870433773380182016,0
870433774454005761,-1
870433783148941312,0
870433784767942656,0
870433789175971840,0
870433790350565377,0
870433791709290496,-1
870433791285895168,0
870433792695177217,-1
870433800714670080,1
870433799808483328,1
870433808700420097,1
870433810692833282,0
870433814056550401,0
870433818145996800,0
870433819014201344,0
870433819614117891,0
870433821027688448,-1
870433824487993344,-1
870433826509471744,1
870433828250279936,0
870433829990912000,-1
870433834340421632,-1
870433834667474945,-1
870433837096030208,1
870433839461523457,0
870433840069722114,1
870433840719732736,0
870433843412598784,-1
870433844389752832,-1
870433847258886144,0
870433855609720833,0
870433858776379393,0
870433861339156480,-1
870433863587311621,0
870433868431732737,1
870433874299551746,0
870433876069494784,0
870433879391326212,-1
870433879504691200,-1
870433881354149889,0
870433888539168769,-1
870433891194200065,-1
870433901151371264,-1
870433904079101952,-1
870433906029244416,0
870433909133123584,0
870433911293259776,0
870433911683383320,1
870433913205915648,0
870433913683849217,0
870433918289408000,-1
870433918603976704,-1
870433919191175168,-1
870433923553267712,-1
870433925876809729,0
870433930427723776,-1
870433932432375809,0
870433933057458176,-1
870433937042092032,-1
870433943958507522,-1
870433947150413826,1
870433949465452544,0
870433950040297473,-1
870433951269224452,0
870433952657539072,0
870433956809854976,-1
870433960882388993,0
870433962472214528,0
870433964317704193,0
870433968402743296,0
870433971628380161,-1
870433976468598784,-1
870433978632851457,1
870433982634119168,0
870433988569157632,-1
870433988934062080,-1
870433989999419393,-1
870433992696225793,-1
870433995548311552,0
870433997796651009,0
870434000065527809,0
870434002850635776,0
870434011918643200,0
870434014003249152,0
870434016683544576,0
870434018948390912,0
870434019363737602,0
870434019556683778,-1
870434020739481601,-1
870434022836621312,-1
870434024472358912,-1
870434027559419905,1
870434028649709568,-1
870434034794496000,0
870434035121532928,-1
870434035461500928,0
870434036405215233,0
870434039609434112,0
870434037621456896,0
870434036950368256,0
870434042021150720,0
870434042906382336,0
870434046018437120,0
870434051764740097,-1
870434051827662849,-1
870434051622088706,-1
870434052125282304,-1
870434052536270848,-1
870434055384293376,1
870434061642330112,0
870434065635131392,0
870434068181041152,0
870434068281778177,0
870434069959626753,0
870434070391431168,-1
870434070672617473,0
870434072702668800,0
870434076162797568,0
870434076259430400,0
870434079434391552,0
870434082898952193,-1
870434085021171712,-1
870434087940497408,-1
870434090696048640,-1
870434091950157824,0
870434098254409729,-1
870434099701452801,1
870434102989602816,-1
870434103019147264,-1
870434104096968704,0
870434108102643712,0
870434109348335616,0
870434109365125121,0
870434106504556544,0
870434114784043008,0
870434119595044864,-1
870434122757316608,0
870434122279391232,0
870434125081194497,-1
870434126683226112,-1
870434128595894272,-1
870434128818307073,0
870434131620089859,0
870434133486567431,0
870434137471057920,0
870434138247102472,-1
870434141640298496,-1
870434142705434624,-1
870434145520017414,0
870434145524097025,1
870434146207768576,0
870434147134836741,0
870434148728528897,0
870434151421235200,0
870434153048793088,0
870434153124200449,0
870434155636678656,-1
870434158450843648,0
870434159948427264,0
870434162741657600,0
870434167368056832,1
870434173118533637,0
870434176041979904,0
870434177228865537,1
870434178721955840,0
870434184732352512,1
870434185672097796,0
870434186913624064,0
870434190717800448,-1
870434192462675970,-1
870434194295476224,0
870434202789052417,0
870434204277813248,-1
870434205184004096,-1
870434213681668100,0
870434216399446017,-1
870434216751886336,-1
870434221281640448,-1
870434227724144640,-1
870434233625579520,0
870434235147894784,-1
870434238755086336,-1
870434240046931968,0
870434242748186629,0
870434243616399360,0
870434246892146689,0
870434251757453312,0
870434259755868160,0
870434262662512640,0
870434271697051648,0
870434275346321409,1
870434277866995716,-1
870434279033110528,-1
870434282883371008,1
870434290030567424,1
870434293838823424,0
870434295399288832,-1
870434299467644928,-1
870434299627155456,-1
870434308254818305,-1
870434310053969920,0
870434311236964352,0
870434313514483712,0
870434315779411968,0
870434316379201536,-1
870434318698532864,-1
870434318816088065,1
870434325027618817,1
870434327632334848,0
870434332334338049,-1
870434332271357952,0
870434334116806659,0
870434339913310208,0
870434340584513536,0
870434342316724225,-1
870434345403723776,-1
870434346070458368,0
870434345680502784,-1
870434346641096704,-1
870434348377399296,1
870434348931133442,-1
870434352743755777,0
870434352492105728,0
870434353133875205,-1
870434353729466368,0
870434354551554048,0
870434355511836672,-1
870434356539654144,1
870434358217252864,1
870434358351597570,1
870434358171193344,1
870434359412740096,1
870434367457198080,-1
870434372775817216,0
870434373614665728,0
870434376630325253,0
870434378588930048,-1
870434379792830472,0
870434380900163584,-1
870434388810452993,-1
870434392631500800,-1
870434399438995457,-1
870434404165754884,0
870434404686057472,-1
870434406430896128,0
870434414043566080,0
870434415226351616,0
870434415989665792,0
870434417986203656,0
870434418472636416,-1
870434419546488832,0
870434425611452416,0
870434427922526208,0
870434441314926592,1
870434444607447041,1
870434444561305600,0
870434451494281216,-1
870434452467572738,-1
870434456036925442,-1
870434466715623428,-1
870434472298037248,0
870434477427671041,0
870434477260107777,0
870434476417003521,-1
870434482620432384,-1
870434484168077313,-1
870434484776308737,-1
870434485208141825,-1
870434485250121728,-1
870434490006462466,0
870434494532026368,1
870434499452063744,0
870434500861464576,1
870434507522002944,0
870434514396487682,1
870434517307318278,-1
870434518766936065,-1
870434522889957376,0
870434524857077760,-1
870434527721779200,0
870434528568852480,0
870434530192015360,0
870434531257401344,-1
870434541290344448,0
870434543144251394,0
870434549989122048,0
870434550337466371,-1
870434552845668352,0
870434550211649536,-1
870434557857734657,-1
870434557371305985,1
870434560101597184,0
870434560110198784,0
870434560550502400,1
870434562085711873,0
870434562555297792,0
870434563864047617,0
870434566112247808,1
870434567320027136,-1
870434571451543556,0
870434572349165568,0
870434575662579714,0
870434583761866752,0
870434587746254848,0
870434588790636545,-1
870434590053236736,0
870434593417113600,0
870434596495687680,0
870434605807153153,-1
870434606176247810,1
870434615634178048,0
870434620520747008,0
870434622441746433,0
870434623448170496,0
870434631451017216,-1
870434638983872513,-1
870434639621574656,1
870434642234662912,1
870434644780392448,-1
870434645036355584,-1
870434647896768512,0
870434651994587136,0
870434653517344768,1
870434655639654400,1
870434658206457856,-1
870434660479676417,-1
870434664191676416,1
870434664455995392,0
870434669694791680,-1
870434672697856001,-1
870434676351131648,-1
870434677546295296,-1
870434679538810880,0
870434679710777345,0
870434682000875520,0
870434683137478657,-1
870434685104652294,0
870434686593634305,0
870434686732029952,1
870434689030422528,0
870434689525231616,-1
870434693539397632,-1
870434693501640704,-1
870434694898352129,1
870434699767930884,0
870434706785021953,0
870434708898951170,0
870434718138773504,0
870434720458440704,0
870434722752729090,0
870434723214086144,0
870434725785067521,1
870434725524983810,0
870434726464462848,0
870434733758349312,-1
870434739106316288,0
870434739399872512,0
870434743493345282,0
870434743694839808,0
870434744311394305,-1
870434744713879552,0
870434746676920321,-1
870434747264016386,0
870434754847543296,0
870434754730090496,0
870434754780434432,0
870434755606720512,0
870434756294582272,0
870434756609159168,0
870434757045346308,0
870434757078913026,0
870434758639185920,0
870434759457083396,0
870434760375533568,0
870434764133548032,-1
870434775097462784,0
870434788057923584,-1
870434789156806656,0
870434792831148032,1
870434796807303169,0
